%% Trajectory 93
282 41.725269 63.477985 1.447386 2.286972 40.034359
283 41.670841 63.544987 1.764338 1.961520 37.648712
284 41.664791 63.463135 1.801413 2.358231 36.123856
286 41.755829 63.367615 1.785128 2.350182 17.172810
287 41.639763 63.641136 1.656379 2.036848 13.093011
288 41.485939 63.625774 1.849038 2.343373 26.167871
289 41.742184 63.328968 1.655648 2.232947 45.390411
290 41.570297 63.468784 1.734804 2.265436 28.839594
291 41.504078 63.752182 1.894786 2.252188 40.052891
292 41.657341 63.269829 2.568506 2.195739 54.198814
294 41.488159 63.539585 1.799220 2.237876 76.110054
295 41.359745 63.361839 1.967454 2.468858 60.994343
296 41.467026 63.353161 1.649025 2.374581 64.166634
297 41.633724 63.464672 2.063189 2.287596 43.750557
298 41.040298 63.666924 2.035478 2.347127 39.916080
300 41.511700 63.296516 1.385610 2.553101 19.214811
302 41.536861 63.597195 1.362812 2.368812 34.104073
304 41.664196 64.013474 1.097592 1.945719 16.407587
306 41.516090 63.567741 1.683227 2.232841 64.472229
308 41.811802 63.272812 1.520351 2.341945 66.271683
310 41.672295 63.601112 1.915241 2.320066 60.629684
311 41.491673 63.592461 1.707233 2.326020 77.286896
312 41.732868 63.489311 1.588212 2.441709 56.261734
313 41.205330 63.417194 1.941949 2.675211 30.090895
314 41.705944 63.586929 2.243291 2.196102 51.210529
315 41.542900 63.736126 2.193197 2.320681 53.347275
316 42.126606 63.630035 1.599783 2.072127 43.723091
317 41.984707 63.325672 2.335936 2.017251 44.185375
318 41.500324 63.535236 2.376422 2.565600 43.471432
319 41.781010 63.640423 2.260115 2.253641 70.237206
320 41.697433 63.514889 2.219757 2.114251 43.729465
321 41.657375 63.370811 2.023055 2.312369 52.872681
322 41.752766 63.468361 2.309873 2.296191 54.253639
323 41.705719 63.503426 2.177131 2.343561 64.337646
324 41.957890 63.688580 2.125817 1.961282 37.864216
326 41.809647 63.293259 2.142642 2.473263 43.836266
327 41.849148 63.756786 2.254500 2.109082 77.354996
328 41.792465 63.696777 3.000274 2.023573 25.153467
329 41.703079 63.659027 2.762245 2.179416 33.228088
330 41.937035 63.698395 2.759172 2.078553 31.781755
332 41.777702 63.411835 3.110054 2.160325 28.474453
333 41.534649 63.172470 2.693124 2.337186 27.092813
334 41.774220 63.918682 2.949174 2.008440 19.570312
335 41.833435 63.602570 2.572628 2.243471 40.879692
336 41.721046 63.469501 2.488892 2.339632 46.652233
337 41.807335 63.632702 3.257466 2.297478 14.651907
338 41.838196 63.625927 3.276501 2.121754 30.091949
339 41.899715 63.667660 2.917562 2.037925 43.456348
340 42.100727 63.543930 2.913919 2.090465 7.891240
341 41.568798 63.677277 2.476093 2.452327 67.389793
342 41.804676 63.703529 2.238705 2.033320 54.739510
343 41.805531 63.802650 2.825554 2.101416 20.605717
344 41.674343 63.457455 2.426081 2.424160 47.172791
346 41.598934 63.696419 3.179744 2.288954 22.135092
347 41.575306 63.835094 2.927469 2.214099 49.569347
348 41.763630 63.553097 3.306886 2.355205 28.042921
350 41.665989 63.601845 2.184889 2.345919 68.418793
351 41.472218 63.567513 2.922180 2.536992 43.519451
352 41.764133 63.533478 2.196639 2.236512 50.787754
353 41.606293 63.472160 2.810075 2.420723 30.534233
354 41.789185 63.571033 2.351403 2.156739 70.471535
355 41.519501 63.231728 2.521865 2.242661 70.664154
356 41.724186 63.560822 1.919997 2.223633 49.074986
357 41.678658 63.459766 2.197671 2.346530 48.209148
358 41.450890 63.481144 2.322248 2.522701 50.780910
359 41.466545 63.636192 2.623842 2.317443 41.729649
360 41.427193 63.732975 3.036651 2.327059 29.797874
361 41.690956 63.517750 2.165518 2.121998 66.733444
362 41.728855 63.395954 2.929749 2.278797 11.013932
363 41.770721 63.433865 2.549848 2.247313 29.918104
364 41.763477 63.371193 2.233679 2.248529 38.772488
365 41.677151 63.008575 2.038034 3.033998 5.664226
367 41.539848 63.602829 2.198949 2.403692 41.359253
368 41.345051 63.116093 2.356185 2.398876 25.512041
369 41.437866 63.283737 2.481687 2.113203 29.598764
370 41.579353 63.389614 2.480733 2.245047 52.057766
371 41.343357 63.389542 2.913373 2.467500 25.926233
373 41.455063 63.207092 2.441249 2.171098 19.009081
374 41.279591 62.884346 2.507886 2.181586 31.607065
375 41.539940 63.149937 1.989623 2.168632 31.517048
376 41.566490 62.964043 2.324499 2.190202 35.816895
377 41.478252 62.961903 2.555203 2.150733 39.058666
378 41.578876 63.047806 1.893407 1.969992 24.866827
379 41.270782 63.016766 2.241505 2.066993 22.317005
380 41.151272 63.039043 2.158160 2.085578 14.066577
381 41.277779 62.870110 1.990776 2.205075 40.222584
382 41.782307 62.590923 2.568879 2.519628 21.142422
383 41.526482 62.582485 2.102655 2.284764 36.012211
384 41.048496 62.698742 1.978455 2.220106 24.896406
385 41.661621 62.859451 2.513572 2.060369 18.747040
386 41.491741 62.775448 1.971785 2.499795 48.392509
387 41.324444 62.761494 2.668319 2.112939 25.885576
388 41.456810 62.658352 2.373999 2.352455 46.835316
389 41.584316 62.666626 2.042275 2.133914 25.855928
390 41.381134 62.820068 2.140172 2.208506 22.936232
391 41.244961 62.822723 2.341288 2.180796 31.584440
392 41.396481 62.613850 2.138448 2.269602 29.803711
393 41.091591 62.677868 1.886541 1.905665 5.388633
394 41.184818 62.734184 2.548600 2.085302 16.105684
395 41.021149 62.765739 2.233002 2.038389 18.233765
396 41.339008 62.616745 1.852575 2.380279 31.472309
397 40.945957 62.381050 2.257466 2.006676 14.964907
398 40.962795 62.378826 2.126761 2.121738 23.116972
399 40.934013 62.388279 1.868751 2.058332 21.836817
400 40.891651 62.235600 1.812439 2.607493 37.362053
401 41.120403 62.323036 2.105777 2.074953 32.179852
402 40.634491 61.994057 1.940162 2.200486 34.598984
403 41.147339 61.686394 2.314367 2.368346 20.348497
404 40.928314 62.514763 2.242810 2.387684 28.003922
405 40.662388 61.898197 1.665564 2.450877 27.964359
406 40.599339 61.926403 1.777976 2.243168 27.241898
407 40.424812 62.219585 2.009050 2.307807 19.695162
408 40.835529 62.340431 1.610137 2.135424 30.977243
409 40.370159 62.108562 1.809952 2.222604 35.940533
410 40.491100 62.267715 2.324752 2.314018 25.947004
411 40.535820 62.115402 2.026083 2.322859 27.395155
412 40.212498 62.684612 2.076944 2.463153 23.730621
413 40.231834 62.600563 2.471893 2.382680 14.109118
414 39.992027 62.763626 1.923407 2.110703 13.493082
415 40.268539 62.027802 2.210509 1.949328 7.603791
418 40.204884 61.551701 1.558520 2.071286 3.523565
419 41.118156 61.559772 1.623972 2.389874 24.802507
