#              t (s)             x (pxl)             y (pxl)                   f                   n         x_err (pxl)         y_err (pxl)               f_err
            -9.12165      -1.06887219652      0.151183905129      0.211598639041                27.0     0.0673756683495      0.072002269228     0.0293905032009
            -9.01715      -1.06348808597      0.177919184081      0.184627347269                29.0      0.070645308002     0.0713534821449     0.0195859633321
            -8.91265      -1.03034175969      0.086083532021      0.245941073832                28.0     0.0658188441157     0.0719229969546     0.0314119440626
            -8.80815      -1.03024091065      0.146626241063      0.224709981147                30.0     0.0683185294646     0.0725344101931      0.023054236689
            -8.70365      -1.10903916731       0.11961892357      0.248183704062                29.0     0.0688415071451     0.0740776726663      0.027555112537
            -8.59915      -1.05192531675      0.176040624338      0.209229846591                31.0     0.0616609519824     0.0686731238265     0.0212785407014
            -8.49465      -1.00299861506      0.185993938596      0.209675252241                31.0     0.0655047793755     0.0703238250747     0.0156154939263
            -8.39015      -1.01262475161      0.134366584184      0.219419429994                30.0     0.0629002061147     0.0725965176595     0.0249025902976
            -8.28565      -1.12635570313      0.127468297045       0.21402602045                32.0     0.0665901889894     0.0753302707574     0.0221117520267
            -8.18115      -1.08460039365      0.144522784598      0.265894104856                30.0     0.0634817635821     0.0750123373654      0.030187684132
            -8.07665      -1.13269211161      0.141328810861       0.22572631262                32.0     0.0639924097767     0.0681471431613      0.032735915671
            -7.97215      -1.03533665106      0.131157183326      0.275080613437                31.0     0.0641209909466     0.0720867674518     0.0278458336153
            -7.86765      -1.09259167388      0.203189860499      0.241966273271                33.0     0.0680744236975     0.0744225290656     0.0231103884383
            -7.76315      -1.04211576193      0.183094106542      0.273930183681                33.0     0.0647754777467     0.0701333771271     0.0277249542157
            -7.65865      -1.08912356216     0.0710676637064      0.287979534196                33.0     0.0610808317463     0.0713960659099     0.0331732842921
            -7.55415      -1.07567494871      0.150892362924      0.345659501149                32.0     0.0638906068001     0.0725641411778     0.0333186733884
            -7.44965      -1.03839055822      0.130507730697      0.302664651523                34.0     0.0658751920593     0.0713370623612     0.0231496536313
            -7.34515      -1.03689828913      0.109953723099      0.338698322685                34.0     0.0633134592937     0.0701446962888     0.0259258514705
            -7.24065      -1.13979868139     0.0838504233144      0.368714062835                34.0     0.0612039430835     0.0710082211085     0.0271414653095
            -7.13615      -1.01350789146       0.11345779447      0.314439015501                35.0     0.0650407189125     0.0732857760486     0.0208555819164
            -7.03165      -1.07947574743      0.176408030328      0.324574351634                36.0     0.0619784827154     0.0682606404257      0.025784759609
            -6.92715      -1.10350798928      0.134953286999      0.297529558669                36.0     0.0645603535621     0.0790554309013     0.0270311414981
            -6.82265      -1.05669767568      0.146505560015      0.279924716512                38.0     0.0608148479158     0.0710900901515     0.0299106794834
            -6.71815      -1.05132664371      0.113239188518      0.286426702095                38.0     0.0642188493785     0.0705690302551     0.0209727068846
            -6.61365      -1.08376026756       0.14043545908      0.287061457324                38.0     0.0629832067904     0.0712686121627     0.0231599891418
            -6.50915      -1.08218160587      0.118771380725        0.2677777896                40.0     0.0624734200512     0.0693901475154      0.029090915018
            -6.40465      -1.08457240153      0.140673325102       0.29298672813                42.0     0.0640456918212     0.0692460382129     0.0315170462083
            -6.30015      -1.09241372825     0.0951573714389      0.309389928598                41.0     0.0609379988147     0.0695165109381     0.0306379799988
            -6.19565      -1.07432626587      0.127352436398      0.322868075572                42.0     0.0627550914186     0.0690373858507     0.0313113424639
            -6.09115      -1.11058442739      0.110837744382      0.334017926313                38.0     0.0626556630003     0.0707639305171     0.0309471345328
            -5.98665       -1.0764632402      0.105898968871      0.304249997523                42.0     0.0622606355132     0.0690423371093     0.0308530982473
            -5.88215      -1.06123396973      0.112085105678       0.31751890195                42.0     0.0596519015497     0.0680245216685     0.0270435783329
            -5.77765      -1.07131692316      0.102535115758      0.336199854441                43.0     0.0617500143487     0.0705163420998     0.0322198314356
            -5.67315      -1.09915655339        0.1231448991      0.361932422849                40.0     0.0600009846176     0.0679172511898     0.0342368251218
            -5.56865      -1.05924153805       0.14386314999      0.344645152368                43.0     0.0634423453204     0.0742942725024     0.0324608084306
            -5.46415      -1.08770167224      0.170363308966       0.36949094561                42.0     0.0653045846808     0.0746068633203     0.0337552597772
            -5.35965      -1.09316342365      0.109104918532      0.337074627646                44.0     0.0632504711779     0.0724981995142     0.0362904843305
            -5.25515       -1.0696870492      0.138797835857      0.328117909252                46.0      0.062983902361     0.0694486004359     0.0312639188594
            -5.15065      -1.12386030496       0.11953324424      0.319332462907                46.0     0.0626556415517      0.071433997926     0.0277219547346
            -5.04615      -1.07365913621      0.160170343447      0.323751656862                47.0     0.0633319653938     0.0687374722706     0.0337168335165
            -4.94165      -1.05692470537      0.154548853108      0.301194515537                47.0     0.0592612465271     0.0668722869539     0.0239443234223
            -4.83715      -1.13226704453       0.11997764646      0.396637438971                45.0     0.0592832949668     0.0702568904927     0.0349204300791
            -4.73265      -1.08538386975      0.152005265621      0.370764158637                46.0     0.0605423505636     0.0669993389634     0.0314695971515
            -4.62815      -1.06988868544     0.0985593413009      0.393060088391                47.0     0.0606404517502     0.0672734935536      0.034275874595
            -4.52365      -1.07148173991      0.156321938276      0.403001752765                48.0     0.0596587390324     0.0675355662835     0.0255238259003
            -4.41915      -1.11381814227      0.132858883903      0.428581880393                49.0      0.059597832931     0.0701023458426     0.0290155332362
            -4.31465      -1.10775340218      0.138918513004      0.411342622853                50.0     0.0602622234865     0.0666059122655     0.0292208702363
            -4.21015      -1.09221285575      0.122451512764      0.358935337113                48.0     0.0597180664185     0.0675914298991     0.0340378118832
            -4.10565       -1.0826165395      0.138729705564      0.388547308625                51.0     0.0602139665272     0.0675093449693     0.0334737565807
